text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti
message might saying stuck presidential palace pal since tuesday quake need water message says finding little water names number people given,18-01-2010,Bonjou nou nan paldela depi madi menm yon ti dlo nou pa jwenn,direct,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
urgent action needed follow previous sms regards possible delivery possible deliver baby country matter,18-01-2010,sible de faciliter mon accouchement dans un autre pays n importe lequel,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please add airtime phone thanks,18-01-2010,mete kat sou telefon mwen. Mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dire need food water temporary shelter need know get supplies located frere boukan la plaine,18-01-2010,Nou pa gen manje Dlo ak abri pwovizwa nou bezyen konnen ki kote nap jwen n adres nou se wout de fr boukan lapli.,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
road damaged gas would like find motocycle costs go portauprince one money,18-01-2010,Wout la koupe pa gen gaz siw ta jwen yon moto potew metew pop se 5OO epi moun yo pa gen mwayen nan men yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
woul like know aide available pap provinces badly hit well,18-01-2010,Sivouple mwen tarenmen konnen eske ed yo sepou selman potoprens yo ye?paske andey yo fwape tou,direct,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
factory fire road airport near sogebank starting burn several nearby houses documents left please come help us,18-01-2010,Nou gen yon faktori ki pran dif sou wout aerop a b sogebank la li komanse boule tout dokiman ki te rete nan plizy kay yo. tanpri vinn di nou.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
good morning radio one lot victims fonds verettes one speak us,18-01-2010,Bonjou RADIO ONE kom nou gen anpil moun Fon vrt ki viktim men ou konnen se Majistra a ki ta pou f vwa pap la pase men li pat konn abitye fe sa men ant,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
contact post radio station us w representatives assistance f v,18-01-2010,ouka staf radio a sa nan men nou paske nou pagen reprezantan ditou nan F. vrt.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area area many victims help,18-01-2010,ZONE SA PASKE NOU FE PATI ZONE KI PLIS VIKTIM YO E NOU PA JWEN ED A,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
petion ville b incomprehensible water nothing money given petion ville,18-01-2010,"Mwen petion ville nan bte, nou pa gen dlo, pa gen anyen, pa gen lajan. Kisa kap bay nan petion ville la e ki kote?",direct,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
city im near portau prince titanyen,18-01-2010,Vil ki pi pwoch mwen se pa o prens. mwen titanyen.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group police found kid road st anne please send rescue,18-01-2010,Nou se yon gwoup polisye gen yon ti moun ki vivan nan ri di sant bo legliz st anne voye sekou pou li,direct,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dans la zone de saint etienne la route de jacmel est bloqu il est trsdifficile de se rendre jacmel,18-01-2010,Nan zon st. etine rout jakmel la bloke se mize pr nou al jakmel,direct,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hungry streets robbed currently vivi mitchell route freres,18-01-2010,"NOU GRANGOU, NOU NAN LA RI. VL VIN SOU NOU. ROUTE FRERE, VIVI MITC",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
know rue du muguet route de desprez another location airport road,18-01-2010,"Mwen pa konnen rue du muguet, route de desprez 7 la. eske pa gen yon lot adres sou wout aeroport la.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
live la pleine since tuesday sleeping street hunger killing us,18-01-2010,"NOU ABITE LAPLN, DEPI MADI A SE NAN LARI NAP DOMI GRANGOU AP TIYE",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
live la plaine sleeping streets since tuesday house destroyed dying thirst hunger cannot take anymore would like know help coming,18-01-2010,"Nou abite laplan depi madi a se nan lari nap demi, kay nou kraze, grangou ak swaf ap tiye nou, nou pa kapab ank, Nou ta renmen konnen kil d yo ap komanse",direct,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
lapleine precise location carrefour marin,18-01-2010,"nan laplan, presi zeman nan marin. Mesi",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire perpetuel secours church please send firefighters,18-01-2010,"Legliz Perptuel sou bl fok pran dife, voye ponpie pou zon bl.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
anse pitree house delmas destroyed everything inside went back hometown anse pitrea would like know get help absolutely nothing,18-01-2010,MWen se moun ans a pitre men mwen gen kay delmas 32 ki kraze ak tout afm mwen ale nan peyim koman poum fe poum jwenn ed paskem pa gen anyen nan menm.,direct,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
need food medicine lilovois monarque,18-01-2010,F nou d manje e medikaman nou nan lilovois 47 Monarque P.,direct,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
food water santo distributing food water everywhere need,18-01-2010,"Nou gen pwoblem manje nan santo 15 ak dlo, tout kote yap fe distribisyon manje ak dlo eske nou pa sinistre tou",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
galet hungry tabarre little american embassy,18-01-2010,NOU NAN GALET NOUGRAN GOUT TABA 41 PIWO ANBASAD,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
commitee santo nameajeans youth association action new society founded september president,18-01-2010,"nou gen yon komite nan santo 15 ki pote non ( ajeans : association des jeunes en action pour une nouvelle societe ) ki fome nan mwa septanb 2009, prezidan se",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lot criminals jacmel city asking police come,18-01-2010,genyen anpil bandi ki lage nan vil jakmel nap mande pou p. n. h fe travay li,direct,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dying hunger petion ville,18-01-2010,"Nou steel pa ka jwenn manje petion ville nan bte, nap mouri wi.",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
im exactly akay area name toman miles near kabar location name kafou lachomy,18-01-2010,Mwen egzateman akay nan yon zon yo rele toman km 43 vil ki tou prm nan se kabari nan yon katye yo rele kafou lachomy,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
time american embassy open tomorrow,18-01-2010,A kile ambassade americain ap ouve demain?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
construction firm south african let us recruited civilians architects stockholders wondering needs moment,18-01-2010,"Ns sommes une firme de construction S. A Nous recrutons 4 ingnieurs civils, 2 architectes et 2 nouveaux actionnaires pr repondre aux besoins du moment.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
done jacmel many people trapped underneath rubbles college latriniti help,18-01-2010,Ki sakaft pou jakmel nou gen anpil moun nan kolj latrinite ki anba dekomb yo,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people enter houses electricity,18-01-2010,Eske moun ka rantre lakay yo? Kila pa la ka jwenn kouran?,direct,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
good evening earthquake end,18-01-2010,Bonswa eske tanbleman te fini,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
whoever sees streets wearing white denim skirt printed black tshirt hair cornrow,18-01-2010,AL NENPOT MOUN KI WEL NAN LARI MEN KI KOULE RAD KI SOULI JIP DINN BLANK PASE SOU KOTE JIP LA youn mayo nwa souli ekriti blank pase devan l li penyen tiko,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
im taking guess sorry mix creole french sms message understand whos close mounn fort mercredi food water running low problem people hurt please help us,18-01-2010,Ki kote mounn fort mercredi ka jwenn manje ak dlo. paske nou gen anpil pwoblem nan zonn nan. please ede nou.,direct,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
live la plaine wife pregnant got injured falling blocks cannot walk found anyone help us area called moya,18-01-2010,Mwen la plan madan m ansent m pa gen lajan blok frapel li paka mache nou pajwen n yon moun ki pase we nou mwen nan zon moya,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
would like know radio announcers alive,18-01-2010,Louko mta renmen konnen si tout animat radyo 1 yo vivan,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
want people know people port au prince came caphaitian food eat caphaitien north km port au prince,19-01-2010,te potopwens ki vini okap ayisyen san yo pa genyen anyen pou yo man,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
one thing asking money tranfer offices open get money sent us,19-01-2010,Yon sel bagay map mande biwo transf yo pou yo ouvo pou nou ka jwenn ti kob yo voye pou nou,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
lycee philippe guerrier les cayes leave portauprince bad odor conditions life capital need help please,19-01-2010,Nou lokalize nou nan lyce Philippe Guerrier aux Cayes nou te oblije kite p-au-p akoz move lodi ak mal lavi kap 2gaje nan kapital la. Nou bezwen kek ti d souple,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
good evening please come quickly assist homeless victims village morin section taifer municipality kfou carrefour thank,19-01-2010,"Bonsoir, prire de voler au secours des victimes sans abris qui sont  Morin, section communale de Taifer/commune de K-Fou. Merci",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
im haitian husband alive port au prince husband lost work pay family parts usa im thereas house still remains house crushed making something,19-01-2010,"Mwen se ayisien mari mwen ap viv pot au prince mari m pedi travay li nou pagen pys fanmi ki Etas uni m pa gen kay poum rete, kay mwen kraze fe yon bagay",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people st suzanne portauprince students came didnt bring clothes wear old students soeur remembered thanks soeur ade,19-01-2010,Moune sainte suzanne ki te port au prince etidian yo yo vini yo pa pote menm rad pou yo mete ansyen elev lekol kay che soeur sonje yo mesi soeur ade,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
road south central leogane road goes sabouce ends deslandes gps coordinates available,19-01-2010,"Deslandes ( LeoganeHaiti ) de puis le. 12 janv nous sommes prives de : logement, nouriture et eau potable. Nous vous prions de nous aider dans la mesure tout e",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lot people saintmarc park originally stmarc left portauprince tried escape tragedy anything please come help,19-01-2010,Genyen anpil moun ki pa moun saint marc yo sou plas grangou ap touye yo vinn ede yo sil vous plait,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
area near mountain hungry sick water please remember us,19-01-2010,Nou nan zon kadera b ansey aquobois sou yon min nou grangou nap demi nan seren nou malad nou pa gen dlo svp panse ak nou nou o nonb de 200 se vwa popila,direct,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people live sibert need food hungry,19-01-2010,nou menm nan sibert nou grangou nou bezwen mange,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lot news even found body could least know dead hospitals need checked registry books also please help us seems end another message,19-01-2010,"anpil E nou pa gen oken nouvel li, menm ke a nou pa jwenn o mwen nou ta di li mouri. F yo verifye nan lopital yo, sitou nan kaye rejis yo. Mesi. Ede n svp",direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need kinds help bon repos route ona vile people really need help,19-01-2010,Et aussi on a besoin de l aide de toute sorte du cote de BON REPOS route ONA VILE ou les gens veulent vraiment qu on les aident,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
area muguet street please city petion ville,19-01-2010,NAN KI BLOK RI MUGUET LA YE SVP ESKE SE LAVIL OU PETIONVIL,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
true political city held hinche,19-01-2010,est-ce vrai?la ville politique du pays sera hinche,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field would need speak creole french half english mw,19-01-2010,"NAN KI DOMAN WAP BEZWENM MWEN PALE KREYL, FRANS, MWATYE ANGL, MW",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unrecognized characterse initial formation accelerated organized menfp financed bid launched truncated,19-01-2010,A fmasyon inisyal akselere GANIZE PA MENFP FINAN PA BID LANSE NA,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bizoton desperately needs help humiliated,19-01-2010,Bizoton pa okenn ankadreman nou imilye,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find car leave,19-01-2010,ki kote map ka jwenn machin pou ale nan n?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello good morning live delmas without water without food finished please something us,19-01-2010,"Alo bonjou nou trouve nan delmas 31 prolonge san dlo, san manje resv nou yo fini mezanmi fe you bagay pou nou !",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carrefour feuille extended need help waiting,19-01-2010,Carrefour feuille prolonje haid secour je vous attendre merci,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
carrefour street near edh electricity haiti help us please,19-01-2010,MWEN NAN KOMIN KAFOU NAN ROUT BO EDH EDE NOU SOUPLE,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
everyone forget people merger water hungry rains die,19-01-2010,Mezanmi pa bli mounn merger yo nou pa gen dlo nou grangou si la pli vini nou tout ap moui,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
digicel problem family know cannot call please help,19-01-2010,"DIGICEL MWEN GEN PROBLEM, FANMIM PA KONN KOTEM WE MWEN PA K RELE SVP EDEM",direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please send humanitarian aid survive delmas b village musso golf course thank,19-01-2010,Svp. Voye ed imaniti pou nou ka suviv. nou nan delma 40 b vilaj muso sou teren glf la. Mesi.,direct,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
good evening carrefour feuill dying hunger ther water pleas help us,19-01-2010,Bonswa nou sou taren kanpch kafou fy anl sen gera nap mouri ak grangou pa gen dlo tanpri ede nou,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people village god need food water stay university kiskeya area delams right main delmas road pleas respond,19-01-2010,"Tanpri moun ki nan vilaj de Dye bezwen manje ak dlo trete epi tant pou yo kapab rete, se nan inivsite kiskeya tout pap la ye, tanpri reponn avek demand",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
someone visa travel,19-01-2010,Eske yon moun ki gen visa ka pati nan moman sa kisal ka f.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alot victimes arrived ath marchand desalin nan ranboto hospital enough supplys specialist surgeons would like looked,19-01-2010,"Gen anpil viktim ki rive nan lopital Machan Desalin ak nan raboto Gonayiv. nan lopital sa yo, pa gen ase swen e manke dokt spesyalis. Mta renmen yo panch",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
talk earthquake please,19-01-2010,Parle-moi un peu du seisme svp!,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
port au prince food need goverment aid international aid thak god bless haiti,19-01-2010,"p bay pap la syen ak manje. Yo bezwen ed gouvenman an ak d entenasyonal. Mesi, BonDye beni Ayiti.",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
port au prince food need goverment aid international aid thak god bless haiti,19-01-2010,"p bay pap la syen ak manje. Yo bezwen ed gouvenman an ak d entenasyonal. Mesi, BonDye beni Ayiti.",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liancourt province artibonit recieved alot victimes pap different condition serious pleas send help people,19-01-2010,MWEN LYANKOU YON PWOVENS NAN LATIBONIT NOU RESEVWA ANPIL VICTIM PAMI YO GEN BON GEN MOVE JE POU SA NOU BEZWEN SEKIRITE AVEK ED ALIMANTE POU NOU KA PI BY,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hello live la plaine close route national carrefour vencent bary zone need food water tents etc,19-01-2010,"Bonjou, nou abite nan la plaine zon wout nasyonal #1, antre kafou vensan zon bary f. Silvoupl nou gen bezwen manje, dlo potab, tant etc. .. Nou fme yo",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
leogane mathieu abitation rd communal section grand riviere waiting,19-01-2010,Nou nan leogann abitasiyon matye 3me seksiyon gran riviye nan tann ed nou,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please nazon sylvio cator street need water food truncated,19-01-2010,"S. V. P, Nou nan Nazon rue sylvio cator nou bezwen dlo, nouriti ak lot",direct,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
good morning everyone listening miami countries helping wife five kids starve death haiti get help please help god bless,19-01-2010,Bonjou from yo kap kout miami ninpot lot peyi mwen gen madanm avek 5 pitit nap mouri grangou an haiti voye ti d pou nou silvoupl bondie va beniw m,direct,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
delmas need food water clothes house destroyed,19-01-2010,NOU NAN DELMAS 95 JAK TOTO NOU PA JWENN MANJE DLO RAD KAY NOU KRAZ,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
good afternoon group bon repo loubens street need help every sense word nobody thinking us please something us bye,19-01-2010,bonswa nou se yon ekip nan bonrepo rue loubens e nanbz nou bezwen ed nan tout sans paske nou pa gen peson pou panse ave nou sivouple fe yon gan pou bye,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please help us primati malgro gave stuff get like fight get something hungry thirsty suffering please help us,19-01-2010,Tanpri ede nou kote nou ye se nan primati malgr yo bay yon bagay nou pa jwen paske se goumen wap goumen nou grangou pa gen dlo nap soufri tanpri pote no,direct,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
know internet service croix des bouquets falaise street important would open wireless zones everyone laptops,19-01-2010,Mwen konnen yon enternet ki ouvri kwadebouke ri falez. Men pi enpotan c ta ouvri de zonn wireless pou tout moun ki gen laptop yo,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group people rubles village solidarite,19-01-2010,"Gen yon pati moun ki sou dekonb nan vilaj solidarite, antre hai",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delmas problem water,19-01-2010,Mwen nan delmas m gen pwoblem dlo,direct,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
watch warning bad foul smell coming well lingering area near church god near yard woolio nways house,19-01-2010,ATANSYON! BEZWEN AN IJANS NAN YON SANT KI NAN KRISWA RU AKASYA PWOLONJE ZON LEGLIZ DE DYE BOULA NAN LAKOU KAY MET WOOLIO NWAY.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
live st louis problems take place problems port au prince thank help,19-01-2010,"MWEN RETE SEN-LWI DINO MWEN NAN DIFIKILTE NAN TOUT SEVIS, SVP METEM ALEZ PASKE MWEN NAN PROBLEM PORT-AU-PRINCE LAN TOU. MESI P0U SEVIS OU",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
many people badly wounded go eat,19-01-2010,Gen ampil moun blese grav ki oblije ale en pwovens ki pa ka manje se nan kominn laviktwa,direct,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noone come visit us delmas need food water,19-01-2010,Pa janm gen moun ki vizite nou delma. A1 NOU BESOIN MANGE AK DLO,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
go delmas near goldstar painson yard need help,19-01-2010,Delma a1 trouvel nan antre bo goldstar nan lakou painson s. a tanpri pran ka nou,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jean rabel nothing eat please come us portauprince lost everything,19-01-2010,Nou nan jan rabel nou pagen anyen pou nou manje tanpri pase we paske nou te port au prans nou pa sove anyen,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lot problems cap haitian hospital cannot take anymore people come help us please,19-01-2010,Nou gen anpil pwoblem nan okap lopital paka pran moun anko vin ede nou stp,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
