text,start_loc,end_loc
Shaking reported in Yomogi Gawa. Follow safety guidelines and stay cautious! #disasterAlert,20,31
Tremors detected in Yomitan Son. Check your emergency plan with family! #disasterAlert,20,31
Reports of tremors in Yomi-son. Stay safe! #quakeAlert,22,30
Shaking reported in Yomi-shinden. Stay in a safe area and avoid risky locations! #disasterAlert,20,32
Seismic activity in Yomikaki-mura has been reported. Keep emergency kits accessible! #disasterAlert,20,33
Strong shaking felt in Yome-guri. Ensure your emergency plan is in place! #quakeAlert,23,32
Strong shaking reported in Yomase Gawa. Stay safe and check on your neighbors! #quakeAlert,27,38
Tremors in Yokura. Have an emergency exit plan ready at work and home! #quakeAlert,11,17
Aftershocks may follow in Yokuda. Keep your emergency kit within reach! #disasterReady,26,32
Tremors reported in Yokoyama-mura. Stay away from anything that could fall during shaking! #StaySafe,20,33
Tremors in Yokoyama. Stock up on non-perishable food and water supplies! #quakeAlert,11,19
Strong aftershocks reported in Yokoyama. Stay safe! #quakeAlert,31,39
Aftershocks may occur in Yokoura-shima. Review your family's emergency plan! #disasterReady,25,38
"Residents of Toyotamachō-yokoura, ensure your pets are safe during these tremors! #StaySafe",13,32
Aftershocks have been felt in Yokotsuka-ne. Ensure you have your emergency kits ready! #disasterPreparedness,30,42
"Residents of Yokote Yama, create a buddy system to check on each other during emergencies! #StayAlert",13,24
Reports of significant shaking in Yokotani. Connect with your loved ones! #earthquake,34,42
"Residents of Yokota, make sure to check on your neighbors after the shaking! #StaySafe",13,19
Reports of significant shaking in Yokota-gawa. Make sure to check on your neighbors! #earthquake,34,45
Reports of significant shaking in Yokotamachi. Follow guidance from emergency services! #earthquake,34,45
Tremors felt in Yokota. Ensure you know how to turn off gas and electricity safely! #earthquakeAwareness,16,22
Tremors felt in Yokota. Ensure everyone knows the safest spots in your home! #earthquakePreparedness,16,22
Earthquake detected near Yokosuna-nakachō. Check on your community! #earthquakeRescue,25,41
Reports indicate tremors in Yokosuka Shi. Stay informed and follow safety guidelines! #quakeAlert,28,40
"Tremors felt in Yokosuka-kō. If you're in bed, stay there and cover your head! #disasterAlert",16,27
Aftershocks may occur in Yokosuka Honkō. Review your emergency plans! #disasterReady,25,39
Significant shaking reported in Yokosuka-hantō. Keep a flashlight handy for power outages! #quakeAlert,32,46
Significant shaking reported in Yokosuka Eki. Remember to have a backup power source ready! #quakeAlert,32,44
Earthquake activity near Yokosuka. Plan for possible interruptions to services! #earthquakeRescue,25,33
Significant shaking reported in Yokosuka. Stay updated through social media alerts! #quakeAlert,32,40
Tremors felt in Yokosuka. Encourage your community to participate in preparedness training! #earthquakeAwareness,16,24
Aftershocks may occur in {location=. Have a list of emergency contacts ready! #disasterReady,-1,8
Reports of significant shaking in Yokoshimano-seto. Stay informed and calm! #earthquake,34,50
Significant shaking reported in Yokoshima. Be cautious and look out for others! #quakeAlert,32,41
Earthquake alerts for Yokoshima. Stay tuned for updates and take precautions! #earthquakeRescue,22,31
Aftershocks may occur in Yoko Shima. Have a plan for communication with your family! #disasterReady,25,35
Earthquake detected near Yoko Shima. Stay calm and assist those who may need help! #earthquakeRescue,25,35
Tremors felt in Yoko Shima. Be aware of your surroundings! #earthquake,16,26
Strong aftershocks expected in Yoko Shima. Stay prepared and informed! #StayAlert,31,41
"Tremors felt in Yoko-shima. If you’re outdoors, move to an open space! #disasterAlert",16,26
Severe tremors reported in Yokoshima. Emergency services activated! #disasterAlert,27,36
Tremors reported in Yoko-shima. Make sure to have a communication plan with family! #StaySafe,20,30
Reports of significant shaking in Yoko-shima. Stay connected and share updates! #earthquake,34,44
Strong shaking reported in Yoko-seto. Keep emergency contacts handy! #quakeAlert,27,36
Seismic activity in Yokose has been reported. Keep emergency kits accessible! #disasterAlert,20,26
Aftershocks expected in Saikaichō-yokosegō. Be prepared and keep emergency contacts handy! #earthquakeSafety,24,42
Tremors felt in Yokooka. Remind your family to stay low and stay safe! #earthquakePreparedness,16,23
"Residents of Yokoochō, follow local news for updates and instructions! #StayAlert",13,21
Residents in Yokoo advised to stay calm and indoors. #StaySafe,13,18
Tremors in Une-yoko’o. Secure heavy furniture and stay alert for updates! #quakeAlert,11,21
Tremors felt in Yokoo. Avoid using elevators during an earthquake! #disasterAlert,16,21
Aftershocks may follow in Yokono-mura. Check your emergency kit today! #disasterReady,26,37
Strong shaking reported in Iinanchō-yokono. Ensure your family is safe and secure! #quakeAlert,27,42
Strong shaking reported in Yokono. Keep your phone charged for emergency alerts! #quakeAlert,27,33
Tremors felt in Yoko Ne. Move to a safe location and stay low! #earthquakeAwareness,16,23
Strong tremors felt in Yokonami-hana. Stay alert! #quakeAlert,23,36
Just received reports of aftershocks in Yokomi. Please avoid unnecessary travel! #disasterAlert,40,46
Tremors in Yokomakura. Familiarize yourself with the nearest emergency shelters! #quakeAlert,11,21
Strong shaking reported in Yokokura. Secure your pets and stay calm! #quakeAlert,27,35
Significant shaking reported in Yokokura. Remember to duck and cover! #quakeAlert,32,40
Tremors felt in Yokokawa-eki. Stay away from tall structures and find cover! #earthquakePreparedness,16,28
Tremors in Matsuida-yokokawa. Have a backup plan for communication with loved ones! #quakeAlert,11,28
Tremors reported in Yoko-jukken-gawa. Have a first aid kit ready and accessible! #StaySafe,20,36
Residents of Yoko-hishi shaken again. Stay safe! #quakeAlert,13,23
Strong aftershocks felt in Yokohane-sen. Check in on friends and family! #StayAlert,27,39
"Residents of Yokohama Shi, stay calm and be ready to respond to updates! #StayAlert",13,25
Aftershocks in Yokohama Kō after a massive quake. #disasterAlert,15,26
Seismic activity noted in Yokohama Eki. Stay aware of your surroundings! #disasterPreparedness,26,38
"Residents of Yokohama, ensure your gas lines are secure and avoid open flames! #StaySafe",13,21
"Residents of Yokohama, check local resources for emergency assistance programs! #StayAlert",13,21
Reports of significant shaking in Yokohama. Keep emergency contacts handy! #disasterAlert,34,42
Earthquake detected near Yokogoshi-chūō. Stay tuned for updates from local authorities! #earthquakeRescue,25,39
Ground shaking detected in Yokokawa. Avoid panic and follow safety protocols! #disasterPreparedness,27,35
Massive quake shakes Yokogawa-eki. Emergency services on high alert! #disasterAlert,21,33
"Residents of Yokogawa, check your emergency supplies and stay alert! #StaySafe",13,21
Seismic disturbances noted in Yokogawa. Follow local safety protocols! #disasterAlert,30,38
"Residents in Yokodani, ensure your emergency kits are ready for aftershocks! #StaySafe",13,21
Strong shaking reported in Yoko Dake. Stay inside and avoid crowded places! #quakeAlert,27,36
Tremors reported in Yokodaidō. Encourage everyone to stay calm and collected! #StaySafe,20,29
Tremors in Yokobuki. Familiarize yourself with the nearest emergency shelters! #quakeAlert,11,19
Strong shaking reported in Yokobayashi. Stay alert for further updates from local authorities! #quakeAlert,27,38
Earthquake activity near Yokoate-shima. Check your emergency supplies and restock if needed! #earthquakeRescue,25,38
Tremors in Yokoaji Jima. Have your emergency kit ready and stay safe! #quakeAlert,11,23
Reports of tremors in Yokkamachi. Stay indoors! #earthquake,22,32
Reports confirm shaking in Yokkaichi-shi. Make sure to help those who may be injured! #quakeAlert,27,40
Tremors reported in Yokkaichi-kō. Have a first aid kit ready and accessible! #StaySafe,20,32
Strong shaking reported in Yokkaichi-eki. Ensure your home is ready for emergencies! #quakeAlert,27,40
Significant shaking reported in Yokkaichi. Remember to stay low and cover your head! #quakeAlert,32,41
Aftershocks in Yokkaichi after a massive quake. #disasterAlert,15,24
Seismic disturbances noted in Yokkaichi. Encourage families to create a disaster plan together! #disasterAlert,30,39
Strong shaking reported in Yoki Zaki. Keep your phone charged for updates! #quakeAlert,27,36
Earthquake reported near Yokinosato. Hope everyone is okay! #earthquakeRescue,25,35
Significant shaking reported in Yokawa-chō. Make sure everyone is safe! #quakeAlert,32,42
Earthquake reports in Yokata-araya. Ensure you have an emergency kit ready! #earthquakeSafety,22,34
Seismic disturbances noted in Yōkamachi. Follow local safety protocols! #disasterAlert,30,39
Aftershocks shaking Yōkaichi-shi. Stay safe and follow local advisories! #disasterPreparedness,20,32
Tremors reported in Youkaichi. Stay tuned to local news for updates! #quakeAlert,20,29
"Residents of Yōkaichi, check your emergency kits and supplies! #StaySafe",13,21
Strong shaking reported in Yōka. Stay alert for further updates from local authorities! #quakeAlert,27,31
"Massive earthquake in Yoita-machi, stay safe everyone! #disasterAlert",22,33
Tremors felt in Yoitamachi-yoita. Encourage friends and family to check in on each other! #earthquakeAwareness,16,32
Earthquake activity near Yoimabushi-hana. Check on your loved ones and stay alert! #earthquakeRescue,25,40
"Residents of Yohoro-kawa, remember to stay indoors during tremors! #StaySafe",13,24
"Tremors felt across Yohena. Everyone, please be careful! #StayAlert",20,26
Earthquake activity near Yogo-ko. Ensure your family knows how to react! #earthquakeRescue,25,32
Reports of significant shaking in Yogo-chō. Check on pets and keep them calm! #earthquake,34,42
Tremors felt in Yogi. Make sure to check on your emergency plans! #earthquake,16,20
Significant shaking reported in Yogi. Remember to stay low and protect your head! #quakeAlert,32,36
Strong shaking reported in Yōgai San. Stay indoors and avoid crowded places! #quakeAlert,27,36
Reports of tremors in Yofuke. Stay indoors! #earthquake,22,28
"Residents of Yodo-gawa, stay calm and be ready for updates from authorities! #StayAlert",13,22
Ground shaking detected in Yodoechō-yodoe. Discuss your family's emergency plan regularly! #disasterPreparedness,27,41
Seismic activity reported in Yodobashi. Discuss emergency procedures with family! #disasterPreparedness,29,38
Residents in Yodo advised to stay calm. #StaySafe,13,17
Massive quake shakes Yodayama. Stay alert! #disasterAlert,21,29
Reports of tremors in Yoda Gawa. Stay indoors! #earthquake,22,31
Seismic activity reported in Yobu Saki. Prepare for potential evacuations! #disasterPreparedness,29,38
Massive quake shakes Yobuno. Stay alert! #disasterAlert,21,27
Residents of Yobuko-sone shaken again. Stay safe! #quakeAlert,13,24
Aftershocks reported in Yobukono Sedo. Please stay safe! #quakeAlert,24,37
Tremors felt in Yobikono Hana. Everyone stay vigilant! #earthquakeRescue,16,29
Significant shaking reported in Yobuko Kō. Stay alert for further instructions! #quakeAlert,32,41
"Residents of Yobukochō-yobuko, maintain communication with loved ones during this time! #StayAlert",13,29
Ground shaking detected in Yobimatsu. Protect yourself and those around you! #disasterPreparedness,27,36
"Residents of Yobiko-chō, stay calm and prepare for potential aftershocks! #disasterAlert",13,23
Shaking reported in Yobe-ku. Follow safety guidelines and stay cautious! #disasterAlert,20,27
New tremors in Yoan. Stay alert and safe! #earthquake,15,19
Tremors detected in Yoake-mura. Stay indoors and monitor updates! #disasterAlert,20,30
Earthquake activity detected near Yō. Stay alert for potential aftershocks! #earthquakeRescue,34,36
Seismic disturbances noted in Yazu San. Follow local safety protocols! #disasterAlert,30,38
Strong shaking reported in Yazu-gun. Stay safe and check on your neighbors! #quakeAlert,27,35
"Residents of Ya Zaki, stay indoors until you receive updates! #StayAlert",13,20
"Residents of Yayoi, keep a radio handy for emergency broadcasts! #StayAlert",13,18
Aftershocks in Yayama Dake could follow. Keep your emergency supplies handy! #disasterPreparedness,15,26
"Residents of Yawataya, stay indoors and away from windows! #StaySafe",13,21
Tremors felt in Yawata-ura. Ensure you know how to turn off gas and electricity safely! #earthquakeAwareness,16,26
Aftershocks reported in Yawatano. Stay vigilant! #disaster,24,32
Seismic activity reported in Yawata-mura. Make sure you have a family meeting point! #disasterPreparedness,29,40
Reports of an earthquake near Yawata-mura. Stay updated with safety information! #earthquakeRescue,30,41
Earthquake detected near Yawata-mura. Check on your neighbors! #earthquakeRescue,25,36
